Sample,POS_Blank1,POS_Blank2,POS_C_1h_01,POS_C_1h_02,POS_C_1h_03,POS_C_1h_04,POS_C_1h_05,POS_C_1h_06,POS_C_1h_07,POS_C_1h_08,POS_C_1h_09,POS_C_1h_10,POS_C_24h_01,POS_C_24h_02,POS_C_24h_03,POS_C_24h_04,POS_C_24h_05,POS_C_24h_06,POS_C_24h_07,POS_C_24h_08,POS_C_24h_09,POS_C_24h_10,POS_C_6h_01,POS_C_6h_02,POS_C_6h_03,POS_C_6h_04,POS_C_6h_05,POS_C_6h_06,POS_C_6h_07,POS_C_6h_08,POS_C_6h_09,POS_C_6h_10,POS_P_1h_01,POS_P_1h_02,POS_P_1h_03,POS_P_1h_04,POS_P_1h_05,POS_P_1h_06,POS_P_1h_07,POS_P_1h_08,POS_P_1h_09,POS_P_1h_10,POS_P_24h_01,POS_P_24h_02,POS_P_24h_03,POS_P_24h_04,POS_P_24h_05,POS_P_24h_06,POS_P_24h_07,POS_P_24h_08,POS_P_24h_09,POS_P_24h_10,POS_P_6h_01,POS_P_6h_02,POS_P_6h_03,POS_P_6h_04,POS_P_6h_05,POS_P_6h_06,POS_P_6h_07,POS_P_6h_08,POS_P_6h_09,POS_P_6h_10,POS_QC1_1,POS_QC1_10,POS_QC1_11,POS_QC1_12,POS_QC1_13,POS_QC1_2,POS_QC1_3,POS_QC1_4,POS_QC1_5,POS_QC1_6,POS_QC1_7,POS_QC1_8,POS_QC1_9
104.1139__678.14,184.09846,192.57187,101.55137,75.83443,268.20269,145.97839,330.83115,936.9676,164.75604,114.97941,146.77016,201.52917,1557.88126,505.72614,2112.52839,1653.48865,137.15765,1276.24709,455.66665,446.57384,2819.79027,228.66292,174.76979,268.91606,218.59889,416.27316,2063.24554,1781.92868,434.20852,133.62658,1856.34497,1564.82039,1157.33594,381.80396,298.06854,291.65065,724.71945,143.02687,297.44388,397.53876,175.07128,379.0584,138.93301,1669.02706,1726.41628,1666.73936,2055.4535,1407.27567,1954.74013,2179.6981,657.81458,1217.16448,381.44042,450.34358,495.03704,1448.91467,1248.10886,645.75193,308.81597,1490.4824,2732.40104,1019.45097,795.24727,1578.62188,264.33663,259.0314,122.42649,1206.50806,2088.46705,444.17317,272.95527,120.81214,1680.28881,73.88145,206.61737
104.1196__228.49,889.83254,226.79951,1164.12857,1405.48147,2065.9787,1674.86184,498.61362,1769.30397,383.25842,2329.21711,73.42436,428.42226,1956.28986,3466.90984,2052.44059,348.1598,3092.4458,1706.03727,4199.57463,5250.85271,362.6174,301.08988,2500.46683,473.01259,2261.80914,1903.24487,1301.29765,2155.85334,83.81971,3971.45061,5549.35969,2275.03081,2259.81199,1826.03195,330.48675,3374.83481,2450.49256,1578.97607,1428.1887,374.71542,1535.81332,2155.17361,1561.12673,2004.96899,218.5675,291.28879,4504.28663,1345.92687,1724.59014,1106.73373,2481.20399,250.20188,3180.7696,2304.27888,2005.4153,431.63024,2221.18948,139.6759,3245.70903,1550.85368,385.6024,132.06856,3225.88368,2403.09352,2445.87853,2267.27243,2699.5582,2824.25282,2674.57775,3708.62429,2389.53273,2639.46506,416.79123,299.68904,377.49539
104.151__1197.02,146.76414,209.20362,152.581,412.08226,338.09825,35.32447,135.05485,199.30224,125.27772,114.19409,168.05744,581.01366,151.41464,110.79138,230.83485,396.53286,106.64062,127.79188,126.28683,244.68242,143.5817,153.94943,140.18765,155.88037,84.98974,319.64315,136.5576,116.19031,62.07033,113.57883,51.93171,177.44692,174.66523,168.44356,312.74357,234.38512,239.84907,163.06633,70.60216,151.11281,359.72836,242.29585,72.17295,185.61047,237.36678,54.00007,132.44538,120.97921,86.56944,183.9614,56.03595,199.12586,220.63566,358.58896,162.96045,87.85731,170.36282,196.89275,157.31486,197.07721,263.4724,226.77692,450.7681,510.93025,203.06051,661.08379,585.95048,1435.88728,1365.86984,1723.67749,1178.94439,595.2785,425.23157,971.33873,1017.00333
104.2919__45.76,57.21185,134.00433,142.8528,175.33452,138.87032,208.5609,139.07721,195.94873,80.25309,135.895,328.61833,240.85719,136.72693,174.73818,442.65603,131.61718,105.42521,185.21571,194.54943,172.99998,337.04782,240.84456,119.45527,285.32402,61.2051,104.8691,154.80272,130.18875,257.53191,204.47058,153.69059,250.71772,402.69826,455.16603,236.96558,188.74309,263.54769,206.26906,177.62198,233.47097,141.5532,267.43377,138.64315,89.46596,87.9437,57.45126,145.15295,364.15587,125.61765,208.74391,320.18481,202.95354,39.94233,90.30845,124.39796,158.6626,52.98327,111.9019,252.92515,185.56888,148.67048,171.42194,61.36464,72.66295,346.21734,115.08068,115.23511,265.59051,169.3557,212.87781,114.34303,433.76229,143.56024,165.29019,233.356
104.3935__1194.48,76.60382,69.46696,172.76458,97.29092,103.37762,62.61092,74.70054,69.55261,35.29605,51.85243,129.25185,202.3858,97.17273,158.42292,123.87034,208.46357,102.55078,210.49287,63.12192,199.82038,69.74657,186.18415,117.33194,217.22792,97.8657,170.07564,40.57805,94.21648,133.21241,184.5502,101.17716,133.41648,78.27224,94.36154,115.67823,101.2246,269.20547,122.80468,88.909,145.2415,91.02477,129.18417,54.47046,65.55942,68.37769,144.77641,151.48897,88.67181,92.06551,157.11316,185.96104,64.82021,143.20112,95.98095,98.30896,89.49056,131.18702,33.76023,234.2051,111.88611,331.45929,49.06032,752.38498,414.13035,342.83321,301.93181,811.29443,1994.30033,313.04205,458.34398,1046.26514,689.84679,365.34065,453.53073,1245.50059
104.4261__174.73,93.68085,155.37295,279.91033,375.01403,332.74693,147.16946,145.87894,377.27681,248.3609,159.513,486.63325,1184.0158,160.23878,614.65421,1386.45095,375.48261,122.95993,554.71768,247.17053,225.7132,380.39684,346.39556,229.44411,590.25844,195.96176,90.31122,718.21075,692.34183,471.61038,467.0949,802.97775,146.73523,562.26864,548.0025,426.28706,581.18205,603.18962,343.69932,210.33432,1288.70875,408.31518,497.2143,455.88064,227.94888,702.05802,159.31752,149.18387,328.31321,401.25843,480.73604,817.18391,429.50542,1263.86765,89.85121,220.77358,144.5199,459.26907,257.15986,382.14156,221.89308,125.66742,147.37668,211.8619,619.09594,195.04154,380.55511,195.95191,166.24235,305.47494,209.48208,341.95077,468.77782,240.94602,168.69553,187.05765
104.6239__1191.72,70.32039,68.11502,112.67148,29.29909,162.11707,68.40275,179.86815,185.30674,51.07945,126.47465,171.52927,93.0758,86.50388,96.58695,86.90056,132.68096,51.39666,49.32208,72.53518,79.06245,77.78975,50.57076,143.1757,76.0052,60.51938,106.25553,129.72407,130.51805,280.20491,122.13881,19.13255,67.57324,85.2992,164.30038,11.39913,121.92673,108.06855,93.59218,59.55976,140.96957,140.40387,84.33504,100.84584,105.33173,40.92248,71.24078,81.70873,76.863,112.94491,107.08797,94.79209,51.3849,116.90867,113.36489,42.32565,75.51716,35.99442,55.81336,183.2253,51.97067,57.6419,109.64128,1325.03404,271.04119,658.00426,155.29974,489.46392,1551.70611,780.47887,965.16587,324.83966,750.61696,866.94921,189.83024,241.04771
104.6603__167,278.2472,234.38196,173.73452,223.16253,1039.7816,106.07612,159.46611,287.47083,461.7363,623.97312,160.01409,675.05535,473.5474,173.96504,1134.72765,191.02855,576.28976,868.17799,664.34007,649.18222,99.17256,484.28283,339.85637,431.53708,336.35797,376.36501,522.9822,110.77848,1640.52433,435.90469,313.25478,845.93985,949.73896,776.77945,458.71909,118.17662,352.89241,145.19359,205.4872,279.56421,139.03381,96.26492,262.63719,112.66013,210.40893,237.57581,681.28177,140.47048,247.08578,198.26991,277.39624,279.18302,746.36885,309.91814,148.21333,285.10952,456.26933,173.99787,628.3839,846.32752,410.69401,331.88041,1763.95538,511.96557,239.29218,405.61956,374.47472,959.60305,655.85155,735.78131,710.67047,226.286,125.66995,117.0855,174.33271
104.7036__538.3,84.38633,107.84792,527.66674,583.0533,675.15019,402.47818,173.52877,1094.48708,200.15826,273.00433,157.83278,115.44501,254.1849,274.94418,406.01694,184.7029,192.18702,112.17131,290.2104,931.05669,224.41886,322.97088,338.86102,295.67556,147.45572,240.62107,91.90231,65.03305,187.07577,89.45356,196.79163,175.11862,211.8706,382.26451,213.43701,213.34463,413.67112,174.86819,237.89105,151.29651,273.45249,194.1331,83.0759,548.84353,282.27102,713.81448,373.2783,453.75096,220.15012,206.0531,150.87965,186.3896,843.20277,153.38603,889.3597,262.23941,150.86329,86.36996,425.97769,141.57429,193.13418,77.94431,745.99948,184.44875,202.02621,77.87285,144.57565,176.33831,200.7806,998.34023,644.31386,886.89895,149.3891,392.45822,215.69002
104.9007__175.65,30.58397,208.61201,71.98803,331.25776,995.79221,354.80184,225.11418,689.05791,283.77711,266.07364,382.07192,379.89252,323.52061,251.05027,1463.18782,1001.82086,218.21916,608.58051,183.9274,206.88922,193.03085,397.77776,768.07114,337.54567,451.60786,277.43071,289.87332,933.16045,739.9022,382.15892,206.79334,498.29402,1185.60674,478.78316,252.20584,305.84121,186.40172,239.37336,254.73482,355.9882,199.73929,474.63157,303.51861,278.98734,323.59597,378.70935,421.22725,73.18249,135.57686,330.97337,382.35928,209.62049,449.14267,333.11293,184.61182,221.85769,403.68928,165.89335,77.01295,152.91765,350.2423,79.68445,742.95757,750.18387,168.94843,337.20002,527.23621,524.87145,272.06323,759.08616,261.11009,322.16187,326.30193,546.87326,197.90889
105.002__443.89,2372.88404,2790.86039,1926.71886,3133.27631,3946.61039,2704.29969,3141.79045,4747.19109,2578.61126,3767.21203,3171.74034,3344.67479,4334.08353,4150.1967,6309.23478,4487.20334,2987.26828,4447.56026,4152.87932,4803.0413,3399.81633,168.93601,4094.44704,3888.86642,3340.28853,3986.80739,2818.99632,4291.36897,4396.43505,3227.46704,4433.8677,4659.59546,4054.66927,4551.2021,3616.96383,4027.27615,4809.2093,3581.37563,3536.08643,3946.8013,3576.96307,4999.92527,2484.95019,3974.09733,3129.06124,3528.05584,5921.9603,2700.2154,3140.3904,4949.94338,5811.44524,2435.28694,4323.56914,4424.02653,2896.33551,3740.32621,2935.70484,2539.63628,3596.30774,2556.32626,4459.77847,3259.49186,5924.48189,2900.4375,2935.59341,2541.97959,2962.58915,4729.15916,4573.15241,4119.43435,4216.494,3414.64919,3528.3632,3784.41258,3259.6744
105.0341__1095.69,6809.1618,9363.34274,11228.21687,22380.55876,43617.96326,322.47697,44720.53718,37949.3897,198.34108,2185.72226,4444.35934,12135.39736,278.45877,57315.6157,7172.69152,25573.85847,178.03163,8414.2453,28077.34797,17930.06357,26263.01114,67195.10916,67926.24651,3978.65882,4827.36625,22762.12548,9351.35627,2234.08857,28811.9724,9002.36483,51.67435,16446.81684,52272.11923,9263.00669,59558.78257,60.20857,162.89516,13588.65561,44.23387,10001.09376,282.14759,43302.93658,31521.68517,20897.46807,61.67288,17615.80787,31536.12722,26358.03818,30674.23806,12456.18842,32215.75774,9539.27206,11268.495,37859.81104,45356.07707,45221.11068,21955.32145,10675.23643,25855.12886,27659.97516,12660.72955,8290.28633,50662.06054,9320.4279,7623.94535,26381.34224,15537.32994,9057.98604,42293.2925,11366.77678,14076.3611,8828.31161,35320.9856,63007.76179,21763.35672
105.0342__1135.93,28118.19497,28919.57397,7497.87682,7996.24746,31478.21828,30632.39669,33334.4226,58573.90053,21614.7767,8702.46657,4688.13354,37575.69969,36824.33271,23073.98987,9725.31136,33390.18666,34998.81221,27016.42611,71405.20668,15808.93035,30724.58187,62755.8732,350.89169,25104.14757,5937.64078,5924.23079,6881.30224,10819.9865,38391.69103,10139.13629,9696.07787,9266.92907,57928.86767,25432.18984,6075.48724,7168.57901,27323.56252,6339.35857,25322.54833,1198.67077,6072.71661,49350.47489,52127.78903,85811.14597,16590.06493,42112.6883,28836.51278,64117.33977,6059.18533,23553.34076,24830.55885,5433.78579,14178.591,5225.64588,117192.0171,5610.87807,51389.6012,6408.59033,24498.00559,5591.21647,214890.375,4313.83451,38582.20163,90840.73036,20729.84007,8849.84587,33390.01969,13960.2533,36019.99021,9443.55342,7282.31644,25391.46749,1707.85423,14130.36879,27256.11718
105.0345__523.3,233442.0881,109575.4696,122941.8028,133819.5406,166316.7123,1414.865,126941.3649,371696.4217,580.57684,313842.9042,240140.8897,172284.3008,156704.351,66176.13135,428767.2133,172876.0184,162729.5098,15695.6184,1261.2727,195019.2439,317027.4043,206188.4902,182099.9284,302876.3977,131984.3546,138284.7105,133917.991,156371.433,160055.1566,171090.6414,295882.3927,607.9868,4777.25634,326608.4814,198401.5475,156786.7767,150251.8424,146189.7523,164738.0996,178031.7997,245368.374,372457.6809,199090.2546,328069.9879,1664.89058,135875.0231,778.0569,1248.68792,249.16789,181887.6595,125822.8855,282868.0873,37305.56984,306422.1512,135433.8279,645.08993,543.36842,11001.16897,159355.6984,90.56776,1420.78222,170325.5254,219289.3927,388.71351,171404.4819,75241.99643,3422.84336,117231.0486,172319.9308,141511.6277,103059.7478,6314.86005,187126.4851,292657.6419,114319.7886
105.0346__1209.45,20388.56359,28570.62275,5438.29087,61576.48142,13654.20469,21074.88957,30293.75173,52346.66845,26451.16461,9447.86521,5692.5073,4631.05763,26566.42736,11362.11192,224.93192,51527.80963,26295.76825,187.67302,54485.37601,9244.86491,9685.71095,74772.30723,28268.11414,6835.33273,9685.79943,11961.25668,2532.25643,11737.3405,60449.65337,9217.92717,31308.52505,19610.23366,27322.66696,11414.25284,5436.61262,31077.47725,20515.60038,30756.71358,51749.09589,7925.9842,6458.35884,47360.33198,17177.94812,10718.0084,8449.55272,24664.57707,81551.5955,18386.18739,29105.57117,17379.15257,43508.89856,24310.91786,10193.82108,41717.51813,23515.76209,24517.71888,22622.21606,6821.96503,26271.55865,133319.1923,14351.93656,10067.5376,8935.34147,6438.40349,21817.08857,32837.26556,7670.69763,13166.79573,35497.4627,111720.6719,10341.57878,16439.99999,193051.348,261.48257,5155.42507
105.069__1056.64,64625.28169,28982.82442,25249.68114,4943.88802,28730.03787,107.50443,32945.23667,42691.97515,24858.20099,8401.49207,33473.14634,13217.29151,22367.46789,16562.28743,11732.10022,14692.35981,43107.99416,7753.24497,101042.7514,16553.04062,34714.10631,133759.4346,33407.76619,27310.85612,38629.26025,6926.50528,37878.87735,22709.25257,108021.4195,18435.48577,72930.96195,6527.93727,6996.0938,10964.80635,7558.86111,205.60097,13172.2778,7764.96449,50963.43281,13500.90774,6417.05245,11787.39619,26172.77677,40804.2825,24966.22972,112997.1212,10124.89091,23719.37727,27420.11581,83861.27424,27329.12237,133.76362,235.4225,22551.18329,6130.24841,38737.86212,96139.70449,7948.75109,65608.94527,93866.66092,32357.19502,58846.45932,176945.3525,1320.81679,119.47788,41003.07179,8700.17982,7685.42026,11903.47598,10301.98,122651.4073,6023.9557,15585.77136,23496.56477,10605.97256
105.0693__863.4,46792.18513,11765.06346,6783.2733,33922.53766,12262.14153,5837.18278,37548.33503,71120.74875,9781.39111,11065.43044,7328.13032,33415.9641,15883.81469,25252.21137,24729.68622,31826.81182,24886.26618,37919.20089,107223.5039,14006.41148,106099.6055,10024.06978,25237.44907,13267.02995,16225.56309,62070.83663,43124.02541,17717.08288,32460.93643,57301.49541,123528.7398,27086.18044,8315.05734,25423.95215,19445.23436,202.93678,15622.92337,99.85649,25000.78245,20428.10591,12320.52221,13031.49995,25347.45763,14204.22041,22413.73052,11256.64842,15687.06511,84540.25447,10968.73112,9817.56823,17070.06876,18672.12833,9164.85737,6369.89706,40975.38289,18324.63525,4727.71586,43554.58966,35715.2276,8213.04038,12607.13948,20519.53495,29285.74807,6605.96778,10637.97456,566.07861,5585.64315,45593.9027,14230.85969,35636.81817,16959.09474,835.90976,43571.05977,9075.76133,9475.95481
105.0694__820.16,98902.08032,4648.78645,17921.64893,12281.04121,9928.46829,10205.74349,7240.33174,25493.27604,26826.48034,13642.21613,15521.86662,16108.41148,26712.55007,73950.31215,441.37682,27924.91532,23380.53699,14874.02021,25462.4671,9776.71745,42872.39892,9607.52874,15214.52335,36124.95003,39311.67002,41198.26667,19605.48653,110234.8434,23397.27515,35290.69039,2302.07148,441.36102,173.0591,21977.32291,21945.93279,21880.83368,15714.17749,8352.1166,13718.1209,17596.37024,12568.44345,147.44387,21554.98851,9338.14561,11949.19242,8525.96823,16212.25847,41428.94441,20285.26564,16449.15391,70610.07934,29429.22037,21470.91881,35260.65493,69471.04103,22728.16084,25377.36656,8787.19628,34296.53795,7745.41422,74380.42866,9474.87672,113578.927,13729.46001,27858.26868,20479.00326,9436.75818,14115.02398,25316.35108,6977.58669,47021.24467,26430.1584,28031.29604,23733.06317,38289.81368
105.0695__774.87,42621.64532,59264.85685,10810.80937,20785.7932,13897.71634,85.81014,20278.55569,43032.31489,45458.80064,10250.02103,29228.03365,13726.03903,52388.38513,32917.78992,18562.2202,37626.34257,23544.26172,152997.445,44959.15141,17689.23764,48470.75966,290.00945,18411.16175,26432.43353,11813.40677,53416.20184,22618.60905,148.75435,42003.80979,25815.58714,2609.40147,14760.87749,27138.98484,105145.2946,13469.6479,22979.2264,17733.26807,15722.68297,17454.72398,31357.65312,14190.86299,19468.69963,7946.38869,44474.56507,20964.67747,10737.67525,50612.85283,30624.72781,11068.68687,84174.91949,15078.69092,132477.9446,34105.70191,15140.36224,67055.80389,63943.09944,27620.96931,11619.31303,32059.43722,12001.19997,27714.21823,5755.6528,31937.78466,44897.72759,12225.16023,8345.45005,189.83671,31299.4539,303707.4737,49549.48691,65870.05676,13077.76819,67920.31606,82876.27319,45627.41308
105.0696__1019.52,6163.6694,14054.84867,21788.40112,25436.83756,9542.67937,6647.59894,5337.68245,30705.02239,26032.27133,31765.49673,25771.52883,7540.61481,5015.19707,48147.97237,19350.96757,2140.96916,55317.83313,20482.61185,17168.13952,19189.64722,7060.57643,8564.0852,5357.73956,84105.81884,23546.1454,11586.64821,10557.45472,71574.67907,112.45695,23705.09501,38109.93108,10020.21009,64982.38037,57255.29348,4736.33331,11286.56306,11714.288,8078.21854,5310.99496,6988.74413,8323.1858,12601.73648,21116.03472,14536.64753,63336.06292,28182.55634,139682.3454,27811.79699,4888.89554,35902.43284,36706.49408,6733.1332,44357.99254,27442.48671,2241.28962,60189.10005,33682.90439,7497.32504,72070.42408,32109.70098,7151.80896,95617.91531,80999.57299,3258.95096,9926.94212,5402.88231,4942.59955,8304.4378,10209.25769,35976.65617,9980.77335,7626.23664,16091.23699,26507.65781,5256.40022
105.0696__723.17,9017.39917,21849.01627,11360.08127,6372.1574,23199.04029,11836.28337,35342.75792,9589.12016,26706.40853,21464.50472,13179.68152,43363.95127,22171.83921,11623.28759,18812.3737,50845.62574,25803.47486,79296.73954,28065.24384,23714.61993,11673.34808,69102.87591,92806.64293,13903.21942,11007.31013,18691.76229,17731.86028,57924.37422,35600.75545,12618.56272,73848.26838,38461.11957,20219.33817,21986.62027,22669.03459,15976.34674,42947.32357,4371.77617,24322.21742,9531.88631,33440.65236,22026.771,12175.17135,21755.24718,14017.66262,10742.82946,71700.96758,22186.90697,29452.13785,26776.9818,22273.74397,15856.21614,33942.27692,33266.06469,77424.26947,17090.37131,17852.4728,36152.78148,10837.74346,27607.46605,16610.7197,38805.35781,33755.7923,1769.6379,20278.58969,59114.23235,7070.97906,16273.55052,38191.31777,48055.02782,16521.1347,21379.1011,45958.7508,75772.79373,21668.25347
105.0696__907.61,32798.65995,5780.10602,10420.20208,6913.90075,10119.13853,7155.98325,12952.19821,650.31728,116.72789,15527.88358,7852.35441,29829.28236,5519.30978,31748.2389,8011.98757,33624.93309,17940.83292,7052.62826,106006.2643,42766.15219,13536.36385,8913.54855,89301.12344,45842.3264,44727.41441,25643.06453,22346.82553,25691.51113,116961.4582,7059.00582,41237.46816,29709.65451,11906.3576,36858.68019,145970.234,11235.50467,10537.78206,8788.27759,21259.4799,2818.7043,22213.49352,13802.89897,29711.68908,56253.77212,99410.95309,32920.58214,24184.70275,55129.02827,63564.30776,20110.54331,15013.07848,128373.3313,12555.80199,9456.37632,24494.62177,80292.62401,4493.18501,6477.29259,17571.94281,6612.28513,9205.50239,3091.18028,10552.73756,5660.71741,13094.56116,24217.1374,5639.07363,19852.41362,9214.93657,60747.81373,24708.85266,20181.27024,19573.74603,5227.81476,114163.1963
105.0697__659.98,18247.23306,317360.1642,14454.13886,11190.18297,27637.31255,79.68004,25824.60144,301571.1332,56962.16562,9814.45853,18142.45899,18839.56184,52335.50373,81172.24555,63207.96613,24050.41226,181440.1009,168783.0124,255.9417,31431.2382,30802.83967,34795.99024,9077.65799,200.55591,343.03188,41442.5342,140391.928,12003.97962,22157.71477,15300.90588,33300.1369,14949.31732,17437.81151,15368.15228,116086.7927,23262.89186,19359.18854,16541.86163,27690.08753,49496.85457,9227.82393,282.86824,20346.10489,33376.59491,18230.15321,16134.99408,157.59334,107264.633,97087.34529,25952.56845,12199.49075,16374.68293,42915.17842,14356.84024,30867.12158,29702.01759,12257.98109,27854.55441,248347.5537,7893.48578,43431.95186,26650.21198,16844.40506,14051.1924,157.98475,14125.4399,192.49552,27105.89792,14818.3242,1808.57398,12228.93804,349.24253,24059.03721,14566.87266,207281.9196
105.0697__977.58,33578.54845,172511.6364,148.32495,15213.20102,7528.13197,166.50471,46774.16778,138925.4771,85021.23008,7203.26651,6863.70309,58685.65071,107854.4343,24434.44747,25854.4933,139608.4456,21553.75529,10281.63106,38400.21048,7363.21102,221783.8369,227.35437,30513.86882,27619.90112,26424.07383,101628.9684,78660.05805,22494.00071,122466.2101,25347.50011,200490.9835,131.15257,2165.11534,140.19569,23416.86098,14338.21241,6012.66158,14189.49697,30900.32487,43.17876,29542.48029,17633.45752,9365.78128,10105.0156,41580.18128,6763.72576,7994.45908,175536.0091,5613.24353,110461.1201,114457.0195,224.38381,10171.12664,17193.40573,21799.5628,81255.49924,5207.69865,10585.37531,19974.31688,8420.27874,147549.8539,19136.96015,137406.0516,87111.14877,13214.56095,48783.48995,98755.77418,83089.63482,255248.4203,6508.26426,122770.759,113982.8548,18066.42462,27572.29828,16498.03328
105.0699__946.52,4372.14274,681.54105,28694.88986,10440.2,15680.14061,6115.91318,77337.12317,36556.66888,37978.1981,49265.91974,5931.67158,26814.31521,45211.25411,65553.24797,6202.84196,8975.73687,39814.98217,11243.02763,93760.03541,8612.14521,8172.01666,14429.60257,91422.29745,9627.88632,14721.44338,100110.2578,9441.72961,862.09434,101988.7944,15691.81422,412.28775,29762.41732,11422.03854,27694.6834,18799.81825,23284.73027,11301.77913,18973.13183,5156.76876,6563.60412,62512.9233,12594.19121,1335.83209,11367.06093,86.18962,4618.9558,29032.28211,7494.34942,18558.24078,6228.70874,13037.36144,44211.72678,14225.38647,5552.43474,19349.15854,7733.29337,9121.58509,5717.86239,7139.20651,7720.85173,90787.51503,45.21915,29862.1062,17736.23963,3830.18987,61329.07786,3816.50605,4011.51113,18046.84717,26784.47909,5945.10994,6438.87558,6656.05968,7096.17653,7537.54182
105.07__601.77,12055.74533,110022.5318,34215.10276,12608.68582,77097.31311,13046.02652,10852.3484,26157.02704,14777.73331,24365.76243,9352.20687,57452.15872,45674.92993,12134.9149,19673.16853,16127.85216,17120.13197,24699.87518,14359.1581,18766.9075,6852.68097,50030.09526,40726.30846,16678.33977,20116.45103,52269.55806,20244.23214,28147.57663,74349.73038,33447.49531,50544.12538,27281.68756,23831.10195,3835.10355,6999.44586,22505.71727,52015.51916,18357.81561,12699.35895,22161.85473,213.64696,21731.59147,10294.56735,22757.6757,10972.27065,54543.92546,10592.8579,15234.70396,22166.2104,22528.50797,14500.90088,15511.36998,18290.00599,34378.27807,28172.66244,12196.96887,134.4544,8712.92102,19729.41878,63.54051,18546.26131,27853.22001,101701.4027,8978.02099,18004.50545,8992.75066,203.97422,18852.15136,130.8524,12907.28059,56722.06397,33080.02515,12137.66875,40263.36758,36912.06925
105.0706__452.36,17310.88298,8956.96194,18566.55704,36633.79834,20862.71552,20436.38682,18605.60863,34746.41389,21047.36808,18504.97097,41416.59146,19671.50759,23055.55652,17361.04166,89255.57763,133294.3698,24682.65396,73947.63801,186.11436,19765.28709,107091.2865,60049.85154,22722.42309,43876.58079,20935.22797,74931.24481,63809.52772,16541.716,57532.31725,64016.68546,17618.58092,68335.82911,26997.94481,16416.82693,124096.3604,116452.1912,16936.81167,141.80895,120897.4228,23486.75883,70303.28494,33575.15319,18875.42207,23482.63788,15627.66211,67319.28521,132794.63,121.31834,16169.41469,15571.26379,22458.26253,19014.15138,27598.65492,16659.4808,64262.707,51016.06585,45418.75744,51689.43171,17280.65704,13419.42188,19344.49271,28025.64787,35802.80462,29214.35985,19883.3161,38304.85158,34952.1935,41177.93234,109472.6209,31677.24856,520.81992,46338.02016,20717.52188,94445.21652,24115.38235
105.0708__361.01,17170.90995,37943.4833,19479.40732,18637.76071,55615.48827,41270.60656,23048.66419,95199.14826,54145.44355,5200.31913,18919.70067,19885.29748,22211.21849,27671.15319,67453.32046,127097.1373,97604.22945,31131.8784,27696.39447,68708.8187,132936.9628,152472.8074,16322.67134,26307.65113,13666.96339,38045.40374,25915.37491,57903.73605,15438.53452,29414.67794,46137.0436,181796.4002,156.43434,100603.8208,53587.10653,47506.98642,22032.0065,15931.55563,25455.24651,49097.82639,30265.22702,45406.91415,29243.94731,99655.30548,12007.37096,53845.21272,34677.08163,91.57185,14004.73494,19041.94738,24342.07409,208.25834,105990.5322,33494.44205,26840.40458,33340.59237,10816.69894,60288.68041,35533.36776,91316.1672,99294.81156,36587.87856,22519.08544,158.14589,20473.22231,16196.06127,12023.22288,105607.5711,20035.74202,231.39485,47121.71187,17097.91376,52537.60772,22473.058,15857.45689
105.1264__179.15,91.06817,261.08807,154.14444,75.11397,55550.12678,109.91044,91.84572,257.17099,101.74931,370.01886,121.20159,179.92341,534.68768,87.50666,539.99231,300.44159,390.80907,171.73674,392.65194,274.45248,75.9506,40171.79843,461.98609,37.72704,207.07458,96.02254,136.93834,88.73997,14325.67825,183.09763,253.8227,198.08717,488.39762,994.57821,333.65606,347.10901,47.07509,320.81546,131.08764,511.09837,438.93947,255.37887,558.52486,220.46171,70.57302,92.20424,606.65617,46.96029,11393.08696,21014.18987,189.57252,126.96653,328.35337,185.5023,27617.17028,114.39589,81.71759,239.63,397.20905,132.68816,22854.76308,96.94838,701.02761,634.07583,15067.3239,10690.67325,240.7422,236.01361,511.56993,660.07794,373.17023,193.65447,206.70907,441.87873,454.76299
105.4063__162.64,437.88133,141.43267,206.9226,176.26253,425.16267,95.82317,758.65293,228.46196,171.64792,101.83895,121.85143,452.52524,1421.27996,402.77177,479.76596,133.84706,387.82086,137.70387,82.23227,768.65425,516.79464,551.06837,621.26967,487.30027,103.57567,265.17266,176.98764,465.09499,560.67049,100.07569,262.04069,339.29787,151.61692,347.03663,255.71324,214.53381,233.92639,586.65687,214.98641,448.05938,420.75168,204.15428,343.36069,468.17776,171.1194,192.1768,1242.83682,231.87483,259.68286,201.03237,248.43516,169.92106,522.01612,296.76848,110.55953,407.88139,48.8705,340.5281,637.34284,125.30338,588.65819,332.64153,832.0734,101.34594,188.90363,101.40096,260.84702,269.06869,378.62881,571.02307,380.99898,282.32634,365.59825,265.89859,303.9448
105.4125__257.04,63.79644,107.23283,226.28555,167.0404,593.1418,228.21047,59.2309,399.16407,142.39057,88.83443,155.13815,81.23497,368.76509,95.05922,501.80325,266.79798,5.4966,859.942,268.40535,262.56649,227.7048,297.71002,125.86131,546.40285,150.62729,126.48233,94.17024,52.80128,30.09992,142.5123,82.93883,716.67619,672.54893,355.18569,43.62623,183.51991,138.99221,256.57926,264.09489,301.57392,104.23191,155.82405,123.59343,198.22657,207.04129,511.57451,118.26741,200.36173,386.57603,619.93895,210.98285,195.82274,189.19477,345.86861,100.13353,300.68999,230.29673,99.81629,288.06502,143.1458,168.10624,75.38439,116.01277,44.93734,124.49357,390.95701,188.9176,665.7037,333.83297,114.82642,303.80479,349.18584,422.97095,246.99088,274.60622
